OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,4,2193,דבורייה,מגורים,10403,5544464,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0.721440328943208,202110,12289.459818013952827,5544464.094292243942618
-1,12,1479,מבשרת ציון,מגורים,2015,608047,מגורים,1015,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,19.735307321486815,202110,3879.460377949729263,608047.283202679129317
-1,47,430,פתח תקווה,מגורים,2982,217558,מגורים,7900,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,216.034720587127083,202110,2535.880386666869526,217557.621627977350727
-1,7,1081,ירושלים,מגורים,5018,522604,מגורים,3000,1,0,0,3,0,1,2,0,3,3,0,0,0,3,3,13.394454017361326,202110,3337.902118596908622,522604.354826773516834
-1,20,32,תל אביב -יפו,מגורים,7721,707000,מגורים,5000,1,0,1,0,0,0,1,0,1,2,0,0,0,1,2,28.288533428622262,202110,3384.856117313817322,707000.242711912840605
-1,9,1723,חיפה,מגורים,3021,397618,מגורים,4000,1,0,0,1,0,0,0,1,1,2,1,0,0,1,2,22.634791249944904,202110,2737.900432866987103,397617.981125490041450
-1,10,674,נתניה,מגורים,5824,645629,מגורים,7400,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,15.488769813253738,202110,3423.680434303642414,645629.066773463273421
-1,11,2302,עכו,מגורים,5470,423661,מגורים,7600,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,25.964178442980131,202110,2811.121651578886485,423660.622428592236247
-1,1,1316,הר אדר,מגורים,4056,2259470,מגורים,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0.442581580806120,202110,6323.273961795453943,2259470.441988559439778
-1,9,267,קריית אונו,מגורים,5117,352557,מגורים,2620,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,25.527803981757426,202110,2523.488900159863533,352556.765416701848153
-1,23,1958,שפרעם,מגורים,2328,4562288,מגורים,8800,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,5.041330304183827,202110,10130.555386021960658,4562287.851068234071136
-1,28,909,אלעד,מגורים,14679,894535,מגורים,1309,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,31.301167117602361,202110,4685.440977828784526,894535.334570769569837
-1,17,1560,ברטעה,לא ידוע,0,14418265,עתידי/לא ידוע,0,5,0,0,1,0,1,0,0,1,2,0,0,0,2,2,1.179060010680974,202110,23759.119451563212351,14418265.267245840281248
-1,6,527,ראשון לציון,מגורים,7213,818880,מגורים,8300,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,7.327079781098850,202110,3797.907955427511752,818880.124040381750092
-1,9,2139,קריית שמונה,מגורים,6486,2854969,מגורים,2800,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,3.152398620101293,202110,7123.918210567285314,2854968.893404353875667
-1,60,1153,ירושלים,מגורים,4183,402425,מגורים,3000,1,0,0,1,0,0,0,1,1,3,0,0,0,1,3,149.096166792791053,202110,2863.062532863755223,402424.832848895632196
-1,4,360,רמות השבים,שטח פתוח,0,1011224,פנאי/טבע/ספורט,0,3,0,0,1,0,0,1,0,1,2,0,0,0,2,2,3.955600917789305,202110,6302.428732342732474,1011224.358355015283450
-1,51,1795,קריית מוצקין,מגורים,4889,296077,מגורים,8200,1,0,0,1,0,0,1,0,1,2,1,0,0,0,2,172.252668703767569,202110,2759.490864774370039,296076.690037862455938
-1,187,1002,תל אביב -יפו,מגורים,193,436128,מגורים,5000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,428.772690950281401,202110,2793.173538405580530,436128.522051054984331
-1,7,2374,מנחת תימן,שדה תעופה,0,920949,תעשיה/מסחר/מתקנים,0,4,0,1,5,0,4,2,0,6,2,0,0,0,2,2,7.600855360972889,202110,5274.752445780096423,920948.981076784897596
-1,11,620,רמלה,מגורים,1580,204327,מגורים,8500,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,53.835248912166918,202110,2146.359713945828389,204327.094650322484085
-1,9,1262,ירושלים,מגורים,3375,281164,מגורים,3000,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,32.009796711708745,202110,2342.871239831089042,281163.922440904600080
-1,9,213,רמת גן,מגורים,2148,309127,מגורים,8600,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,29.114234187382344,202110,2525.687012240513468,309127.141798579774331
-1,8,1888,קריית טבעון,מגורים,5978,1855504,מגורים,2300,1,0,0,2,0,0,1,1,2,2,0,0,0,2,2,4.311495911179952,202110,8926.586519175252761,1855504.484941189177334
-1,43,855,ניצני עוז,מגורים,1120,3742203,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,0,2,11.490557616031937,202110,9216.726425407405259,3742203.071155157405883
-1,42,2211,עפולה,מגורים,4938,10737359,מגורים,7700,1,0,0,1,0,0,1,0,1,3,0,1,0,1,3,3.911576401718385,202110,20705.962842030989123,10737358.979246599599719
-1,0,1481,מבשרת ציון,מגורים,651,214536,מגורים,1015,1,,,,,,,,,,,,,,,0.000000000000000,202110,2004.616825704019448,214535.872311287443154
-1,41,432,פתח תקווה,מגורים,6843,373177,מגורים,7900,1,0,0,1,0,0,1,0,1,2,1,0,0,0,2,109.867521548534384,202110,2748.419588514534098,373176.707930815522559
-1,0,1099,ירושלים,אוניברסיטה,0,204511,מוסדי/ציבורי,3000,2,,,,,,,,,,,,,,,0.000000000000000,202110,2298.222778349455893,204510.867919104319299
-1,125,50,תל אביב -יפו,מגורים,8885,403243,מגורים,5000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,309.986770963250251,202110,2743.538661449512801,403243.014569867169484
-1,0,1741,חיפה,שטח פתוח,0,491364,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202110,2925.284310225893933,491363.694735688506626
-1,0,2446,אזה""ת רמת בקע,שטח פתוח,0,31888148,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202110,21500.666441818368185,31888147.692989524453878
-1,6,692,נתניה,מגורים,6941,809471,מגורים,7400,1,0,1,0,0,0,1,0,1,2,1,0,0,1,2,7.412248316017163,202110,4704.134622086227864,809470.992362003307790
-1,7,2048,חורפיש,מגורים,2522,1098751,מגורים,496,1,0,0,3,0,3,0,0,3,1,0,0,0,1,1,6.370868080021709,202110,7603.129958389717103,1098751.365132041275501
-1,18,1334,א ראם,לא ידוע,0,15181793,עתידי/לא ידוע,0,5,0,0,5,0,3,2,0,5,2,0,0,0,1,2,1.185630723692943,202110,24482.016267716269795,15181792.813140420243144
-1,3,285,יהוד,מגורים,1397,252279,מגורים,9400,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,11.891594722586936,202110,2416.348732277860563,252279.031533238332486
-1,1,1960,מצפה אבי""""ב,מגורים,1024,1365049,מגורים,0,1,0,0,5,0,0,4,1,5,2,0,0,0,2,2,0.732574330970464,202110,6860.274659735004207,1365049.193950420245528
-1,45,927,מצליח,מגורים,1350,3738241,מגורים,0,1,0,0,4,0,2,2,0,4,3,0,0,0,3,3,12.037748692728803,202110,10082.544278483817834,3738240.525587769225240
-1,12,1578,מעלה שומרון קרני שומרון,מגורים,8725,15002400,מגורים,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0.799872003619503,202110,18055.939771701694553,15002400.316174048930407
-1,6,2539,מ.א. בני שמעון ומ.א. מרחבים,שטח פתוח,0,72355346,פנאי/טבע/ספורט,0,3,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.082924073229619,202110,41747.235622956322914,72355345.876291200518608
-1,4,529,ראשון לציון,מגורים,6320,257510,מגורים,8300,1,0,0,3,0,0,0,3,3,2,0,0,0,2,2,15.533367993348161,202110,2084.826934751810768,257510.155023232306121
-1,36,2157,קשת יונתן אניעם אורטל אלוני הבשן קדמת צבי עין זיוון,מגורים,3607,300587304,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,0.119765537552678,202110,77941.088067776639946,300587303.623678505420685
-1,3,1171,ירושלים,מגורים,3132,350074,מגורים,3000,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,8.569606162920245,202110,2548.216020010127068,350074.430839152715635
-1,0,378,רעננה,מגורים,1223,202438,מגורים,8700,1,,,,,,,,,,,,,,,0.000000000000000,202110,2124.816588606109235,202437.867509620904457
-1,1,1813,קריית ביאליק,מיועד למגורים,0,637651,עתידי/לא ידוע,9500,5,0,0,2,0,1,1,0,2,2,0,0,0,2,2,1.568255111234848,202110,3281.670677135427923,637651.357126837130636
-1,3,1020,קרית אונו,בסיס צבאי,0,516214,מוסדי/ציבורי,2620,2,0,0,3,0,0,2,1,3,2,0,0,0,2,2,5.811543184411925,202110,2929.436162169698946,516214.008018865366466
-1,5,2376,תש""ן מסוף האשל,תשתיות,0,11381553,תעשיה/מסחר/מתקנים,0,4,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0.439307341699977,202110,16053.574918574875483,11381553.471543677151203
-1,15,638,כפר סבא,מגורים,4601,241969,מגורים,6900,1,0,0,1,0,0,0,1,1,2,0,0,0,2,2,61.991346861516504,202110,2231.196793712485942,241969.254733386391308
-1,3,1264,ירושלים,מגורים,3133,367468,מגורים,3000,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,8.163973820555363,202110,3115.403480740905252,367468.106334020791110
-1,9,231,אור יהודה,מגורים,1762,464392,מגורים,2400,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,19.380192846946706,202110,3142.414323080458416,464391.663750545412768
-1,7,1906,מגדל העמק,מגורים,3065,867248,מגורים,874,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,8.071509303732038,202110,4022.001184546574223,867247.962752567022108
-1,35,857,טייבה,מגורים,6469,3514328,מגורים,2730,1,0,0,2,0,2,0,0,2,1,0,0,0,0,1,9.959230838994866,202110,8108.735358528807410,3514327.618851775303483
-1,0,2229,אום אל-פחם,מגורים,6131,862271,מגורים,2710,1,,,,,,,,,,,,,,,0.000000000000000,202110,4124.664720273995044,862270.511691744672135
-1,17,1499,סוריף / בית אומר,לא ידוע,0,45890754,עתידי/לא ידוע,0,5,0,1,0,1,0,1,0,1,3,0,0,0,1,3,0.370444993002140,202110,40151.340438774001086,45890753.880163282155991
-1,13,450,פתח תקווה,מגורים,6551,384460,מגורים,7900,1,0,0,2,2,1,1,0,2,1,0,0,0,1,1,33.813694331883347,202110,2609.666754149037388,384459.617822419968434
-1,4,1117,ירושלים,מגורים,1631,295273,מגורים,3000,1,0,0,1,0,0,1,0,1,2,1,0,0,0,2,13.546808693997209,202110,2301.761702680564213,295272.494825475674588
-1,83,68,תל אביב -יפו,מגורים,11296,368725,מגורים,5000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,225.099976298034363,202110,2722.822382339895285,368725.049931179324631
-1,5,1759,נשר,שטח פתוח,0,1568301,פנאי/טבע/ספורט,2500,3,0,1,1,0,0,2,0,2,2,2,0,0,0,2,3.188163301264755,202110,5953.864308441105095,1568301.096125309355557
-1,6,710,ראש העין,תעשיה,6,754635,תעשיה/מסחר/מתקנים,2640,4,1,0,2,0,0,3,0,3,2,0,0,0,2,2,7.950864984205490,202110,5001.794163917144942,754634.874560074764304
-1,0,2066,מג'ד אל-כרום,מגורים,5199,1130494,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,5529.253792898125539,1130494.384394696215168
-1,24,1336,נבי סמואל,לא ידוע,0,18427268,עתידי/לא ידוע,0,5,0,0,5,0,0,2,0,5,2,0,0,0,2,2,1.302417715825050,202110,23721.689018165623565,18427267.771612409502268
-1,52,303,בת ים,מגורים,8094,502399,מגורים,6200,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,103.503431138447709,202110,4201.845303299169245,502398.803866163943894
-1,18,1978,מועצה אזורית מטה אשר,שטח פתוח,0,13907123,פנאי/טבע/ספורט,0,3,0,0,4,0,2,2,0,4,3,0,1,0,2,3,1.294300795955733,202110,22250.398066652192938,13907122.715402875095606
-1,3,929,מפעל נשר ומחצבה,תעשיה,0,4966588,תעשיה/מסחר/מתקנים,0,4,1,0,0,1,0,1,0,1,2,0,0,0,1,2,0.604036462705370,202110,10811.820752699404693,4966587.590695343911648
-1,0,1596,בית פוריכ,לא ידוע,0,47734227,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,42027.759314808674389,47734227.047272138297558
-1,0,2557,יישובים בדואים לא מוכרים,שטח פתוח,0,23619628,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202110,26685.221937669357430,23619628.000822596251965
-1,14,547,ראשון לציון,מגורים,3959,362669,מגורים,8300,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,38.602687181853085,202110,3141.087161233530423,362669.052909387217369
-1,36,2175,טבריה,מגורים,4794,646479,מגורים,6700,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,55.686230616483975,202110,4658.333887091919678,646479.382810720358975
-1,0,1189,ירושלים,מתחם ציבורי,0,1548577,מוסדי/ציבורי,3000,2,,,,,,,,,,,,,,,0.000000000000000,202110,5380.046299115174406,1548576.832054091617465
-1,12,140,הרצלייה,מגורים,3303,213603,מגורים,6400,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,56.178992717351186,202110,2394.246305276066778,213602.975410659797490
-1,10,1831,קריית ביאליק,שטח פתוח,0,701791,פנאי/טבע/ספורט,9500,3,0,0,3,0,0,3,0,3,3,0,0,0,2,3,14.249255055154590,202110,3749.371075091030434,701791.073378432774916
-1,24,782,אשדוד,בית חולים,0,983336,מוסדי/ציבורי,70,2,0,0,2,0,0,2,0,2,2,0,0,0,2,2,24.406715232705441,202110,4429.555645939445640,983335.929115097154863
-1,2,2394,באר שבע,תעשיה,0,2062610,תעשיה/מסחר/מתקנים,9000,4,0,1,2,2,0,3,0,3,2,0,0,0,2,2,0.969645475643834,202110,5989.722580762339931,2062609.531253700377420
-1,1,1408,בית שמש,מיועד למגורים,0,915488,עתידי/לא ידוע,2610,5,0,2,0,0,0,2,0,2,2,0,0,0,2,2,1.092314019727096,202110,4288.330576530052895,915487.654593905201182
-1,9,1026,חולון,שטח פתוח,0,586731,פנאי/טבע/ספורט,6600,3,0,1,1,0,2,0,0,2,1,1,0,0,0,1,15.339237658692255,202110,3583.558174041723305,586730.592501120059751
-1,30,233,אור יהודה,מגורים,1058,273823,מגורים,2400,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,109.559926912796229,202110,2144.639017194537701,273822.745645662711468
-1,10,1668,חיפה,מגורים,3987,362174,מגורים,4000,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,27.611048305778507,202110,2621.422132150194102,362173.862044461944606
-1,9,875,עין ורד פורת עין שריד,מגורים,4371,9657086,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,2,0.931958146402492,202110,17046.358199500300543,9657086.034111559391022
-1,16,2247,מצר מייסר,מגורים,2348,6061958,מגורים,0,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,2.639411421866273,202110,15447.834019656900637,6061957.551387245766819
-1,8,1517,זעתרה,לא ידוע,0,12702916,עתידי/לא ידוע,0,5,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0.629776662204088,202110,16864.739826245317090,12702915.938487863168120
-1,8,468,משמר השבעה,מגורים,1006,1800945,מגורים,0,1,0,1,0,0,0,1,0,1,2,0,0,0,1,2,4.442111841720608,202110,5575.878585374632166,1800945.200177868362516
-1,0,1135,ירושלים,מגורים,4705,923528,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202110,5401.734419508988140,923528.427489352063276
-1,44,86,תל אביב -יפו,מגורים,5913,411332,מגורים,5000,1,0,0,4,0,3,1,0,4,2,0,0,0,2,2,106.969648414284592,202110,2827.434156844496556,411331.631469813233707
-1,12,2466,קריית גת,מגורים,3860,540091,מגורים,2630,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,22.218487941097738,202110,4580.896055947258901,540090.758282587397844
-1,1,712,ראש העין,מגורים,3553,601845,מגורים,2640,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,1.661557557291633,202110,4314.612768637155568,601844.934959711506963
-1,16,2084,כרמיאל,תעשיה,0,789439,תעשיה/מסחר/מתקנים,1139,4,0,0,1,1,0,1,0,1,1,0,0,0,1,1,20.267563054493642,202110,5175.000700523150954,789438.767600258928724
-1,0,1354,עין מוסבאח,לא ידוע,0,555537,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,3062.952070827781426,555537.156984059372917
-1,31,305,בת ים,מגורים,4724,275387,מגורים,6200,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,112.568731692445027,202110,2915.664711357168926,275387.308126529620495
-1,34,1996,נהרייה,מגורים,6935,1315149,מגורים,9100,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,25.852592441729641,202110,4580.141920259152357,1315148.570752978790551
-1,3,947,כפר הנגיד,מגורים,1232,3629184,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0.826632136648835,202110,9373.211367557714766,3629183.849737554322928
-1,3,1614,דיר אבו משעל,לא ידוע,0,8291795,עתידי/לא ידוע,0,5,0,1,1,0,0,2,0,2,2,0,0,0,1,2,0.361803449403472,202110,11532.048748467597761,8291794.909491026774049
-1,36,2319,עין גב מעגן האון תל קציר ומכללת כנרת,מגורים+ מכללה אקדמאית,1641,34905825,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1.031346502042896,202110,41955.008020147513889,34905824.500971317291260
-1,13,565,ראשון לציון,מגורים,5056,959122,מגורים,8300,1,0,0,1,0,1,0,0,1,2,0,0,1,1,2,13.554056796575432,202110,4455.325915651686955,959122.438035273691639
-1,2,1207,אבן ספיר,מגורים,724,1961952,מגורים,0,1,0,2,0,0,0,2,0,2,1,1,0,0,0,1,1.019393014156192,202110,6442.052998621083134,1961951.840189440175891
-1,27,2563,אבו תלול,מגורים,1822,47832857,מגורים,0,1,0,1,6,0,7,0,0,7,2,0,0,0,1,2,0.564465556440306,202110,35596.663867599832884,47832856.570151634514332
-1,1,158,הרצלייה,מתקן הנדסה,0,234936,תעשיה/מסחר/מתקנים,6400,4,0,0,2,0,0,2,0,2,2,0,0,0,2,2,4.256486177366082,202110,2280.699132822664978,234935.568525398382917
-1,37,1833,קריית אתא,מגורים,5883,484464,מגורים,6800,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,76.372998369333530,202110,2918.990189613850816,484464.415303836169187
-1,36,784,אשדוד,מגורים,10360,809867,מגורים,70,1,0,0,1,0,0,0,0,1,2,0,0,0,2,2,44.451762709375181,202110,3630.547628473090299,809866.646579739637673
-1,1,1426,אזור תעשייה שורק-נחם,תשעיה,0,620906,תעשיה/מסחר/מתקנים,0,4,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1.610550650195339,202110,4150.037457294367414,620905.651044699014165
-1,13,1044,ג'לג'וליה,שטח פתוח,0,863122,פנאי/טבע/ספורט,627,3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,15.061608510474619,202110,5795.177193645316038,863121.624158477527089
-1,58,251,בני ברק,תעשיה,62,256489,תעשיה/מסחר/מתקנים,6100,4,0,0,1,1,0,1,0,1,1,0,0,0,0,1,226.130960664588628,202110,2787.796112114496736,256488.540222624258604
-1,62,1686,חיפה,מגורים,1590,224875,מגורים,4000,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,275.709229119675967,202110,2132.291205139501017,224874.590516837284667
-1,4,893,ירחיב נירית מתן,מגורים,5581,4307884,מגורים,0,1,0,0,2,0,0,2,0,2,1,0,0,0,0,1,0.928530096763769,202110,10935.243076768385436,4307884.056684114970267
-1,0,2249,באקה אל-גרביה,מגורים,3102,1352786,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,4973.841929596975206,1352786.459377898834646
-1,0,1535,תקוע נוקדים,מגורים,6132,12960134,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,15917.523778271601259,12960134.012810777872801
-1,3,486,לוד,מגורים,6420,483233,מגורים,7000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,6.208180688622056,202110,3425.273518095335021,483233.357801296282560
-1,3,1137,ירושלים,מגורים,5146,1011674,מגורים,3000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2.965382482320174,202110,5180.978204150736019,1011673.879469585721381
-1,51,88,תל אביב -יפו,מגורים+ מוסד אקדמאי,2799,428697,מגורים,5000,1,0,0,1,0,0,0,1,1,2,0,0,1,1,2,118.965149259250325,202110,2790.470220861585403,428696.978212166752201
-1,5,1779,חיפה,מגורים,3343,338284,מגורים,4000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,14.780502104340753,202110,2464.557730733179596,338283.501108639233280
-1,9,2484,אשקלון,מתחם ציבורי,2170,2874292,מוסדי/ציבורי,7100,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,3.131205988517408,202110,15442.572729576315396,2874291.896797693800181
-1,10,730,מודיעין-מכבים-רעות*,מגורים,2360,3059520,מגורים,1200,1,0,1,1,0,0,2,0,2,2,1,0,0,1,2,3.268486801808606,202110,7505.656176967855572,3059519.773635473567992
-1,21,2102,סח'נין,מגורים,3742,565012,מגורים,7500,1,0,0,3,0,1,2,0,3,1,0,0,0,0,1,37.167346028503374,202110,4438.849402219148942,565012.093785099685192
-1,31,1372,בית ע'ור / בית ליקיא,לא ידוע,0,56908775,עתידי/לא ידוע,0,5,0,0,4,0,0,4,0,4,2,0,0,0,2,2,0.544731461365228,202110,38818.881321192995529,56908774.687451615929604
-1,30,323,חולון,תיירות ונופש,0,353980,פנאי/טבע/ספורט,6600,3,0,0,3,0,0,3,0,3,3,0,0,0,3,3,84.750433302733441,202110,4330.689113590851775,353980.491083016269840
-1,86,2014,בית העמק שייח' דנון עמקה נתיב השיירה כליל אשרת,מגורים,5913,31822090,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,2.702525163987112,202110,37256.896021734522947,31822090.371629241853952
-1,50,965,פתח תקווה,מגורים,14635,1205019,מגורים,7900,1,0,0,1,0,0,0,1,1,2,0,0,0,0,2,41.493114881231755,202110,5509.088827410972044,1205019.197597433114424
-1,0,1616,קראות בני זיד,לא ידוע,0,14741782,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,18340.417584733088006,14741782.089907387271523
-1,23,2321,כנרת (קבוצה) דגניה א' כנרת (מושבה) דגניה ב',מגורים,2568,13695070,מגורים,0,1,0,0,3,0,1,2,0,3,2,0,0,0,1,2,1.679436446079536,202110,25778.811753413581755,13695070.184817666187882
-1,15,583,רחובות,שטח פתוח,0,1110334,פנאי/טבע/ספורט,8400,3,0,0,4,0,0,2,0,4,2,0,0,0,2,2,13.509453747204992,202110,4104.839256788987768,1110333.569416408892721
-1,6,1209,עין כרם-בי""ס חקלאי,מוסדי,170,1748111,מוסדי/ציבורי,0,2,0,0,2,0,0,2,0,2,2,0,0,0,2,2,3.432277377561186,202110,8116.672485218734437,1748110.464272358920425
-1,0,2581,מחנה פלוגות,בסיס צבאי,0,2263355,מוסדי/ציבורי,0,2,,,,,,,,,,,,,,,0.000000000000000,202110,6079.545510245476180,2263355.054594348184764
-1,0,160,שטח ללא שיפוט,שטח פתוח,0,219091,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202110,2027.533167551323004,219091.132921556563815
-1,0,1851,דאלית אל-כרמל,מגורים,3680,1970035,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,7324.600271644669192,1970035.026596502633765
-1,29,2430,באר שבע,מגורים,5560,1634088,מגורים,9000,1,0,0,2,0,0,2,0,2,3,0,0,0,1,3,17.746902113455359,202110,5287.114259288787252,1634088.012353027006611
-1,21,1444,תירוש שדות מיכה גפן זכריה,מגורים,2405,30649177,מגורים,0,1,0,0,4,0,0,4,0,4,3,0,0,0,3,3,0.685173386396673,202110,32326.430382554743119,30649176.422976698726416
-1,26,395,כפר סבא,מסחר ותעסוקה,108,231251,תעשיה/מסחר/מתקנים,6900,4,0,0,3,0,2,1,0,3,2,0,0,0,2,2,112.431747185584442,202110,2445.452373682829148,231251.409418047522195
-1,2,1062,ירושלים,מגורים,5445,489315,מגורים,3000,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,4.087345530601674,202110,2890.295686587386172,489315.127636295452248
-1,4,13,תל אביב -יפו,מגורים,3860,423127,מגורים,5000,1,0,0,1,1,0,1,0,1,2,0,0,0,0,2,9.453435383274806,202110,2682.465340818283039,423126.602957150840666
-1,27,1688,חיפה,מגורים,1822,384188,מגורים,4000,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,70.278035552142995,202110,2775.063792275931064,384188.314142151444685
-1,11,655,כפר יונה,מגורים,8732,2578523,מגורים,168,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,4.266008059173148,202110,7461.071702315579387,2578523.023731009103358
-1,50,2267,בנימינה-גבעת עדה*,מגורים,2141,6114373,מגורים,0,1,0,1,1,0,0,2,0,2,2,0,0,0,2,2,8.177452733897200,202110,11872.964509426841687,6114373.464091068133712
-1,4,1281,ירושלים,תעשיה,0,222134,תעשיה/מסחר/מתקנים,3000,4,0,0,7,0,4,2,1,7,3,0,0,0,2,3,18.007117007882442,202110,2148.195357618211347,222134.392654250987107
-1,19,488,נס ציונה,מגורים,4523,413545,מגורים,7200,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,45.944189215370237,202110,2867.630984016364891,413545.223552311887033
-1,0,1923,אכסאל,מגורים,5196,6483406,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,14091.915851924035451,6483406.280944718979299
-1,66,106,תל אביב -יפו,מגורים,5004,384582,מגורים,5000,1,0,0,2,1,1,1,0,2,2,0,0,1,1,2,171.614883973877994,202110,3372.969310884702281,384582.027337710722350
-1,12,1541,ביר א-ראמה / ח'ירבת זיתא,לא ידוע,0,4529799,עתידי/לא ידוע,0,5,0,1,1,0,0,2,0,2,1,0,0,0,1,1,2.649124269674288,202110,8661.162440520531163,4529798.823471353389323
-1,15,2502,אשקלון,מגורים,4736,281223,מגורים,7100,1,0,1,1,0,1,1,0,2,2,1,0,0,0,2,53.338482748064422,202110,2180.508180152466593,281222.847504868870601
-1,0,748,מודיעין-מכבים-רעות*,תעשיה,0,2836437,תעשיה/מסחר/מתקנים,1200,4,,,,,,,,,,,,,,,0.000000000000000,202110,7531.743446711647266,2836437.382491983938962
-1,10,2104,סח'נין,מגורים,5986,621353,מגורים,7500,1,0,0,4,0,0,4,0,4,1,0,0,0,1,1,16.093908624217004,202110,5319.601897418699991,621353.099082014756277
-1,6,1390,בית שמש,מגורים,13626,442106,מגורים,2610,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,13.571392414079673,202110,2897.333387896756904,442106.441029240726493
-1,27,341,חולון,מגורים,4476,395965,מגורים,6600,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,68.187834125913696,202110,2729.025091698882079,395965.062479365093168
-1,0,2016,אבו סנאן,מגורים,4314,392326,מגורים,473,1,,,,,,,,,,,,,,,0.000000000000000,202110,3638.085953195810362,392325.890182314848062
-1,7,983,קדימה-צורן,מגורים,2961,2503366,מגורים,195,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2.796235572608365,202110,6353.460128894441368,2503365.620755017269403
